GeneID	Iso	ENSID	Symbol	Des
27247	211.1	ENSG00000169599	NFU1	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]
51067	212.1	ENSG00000139131	YARS2	tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]
219927	213.1	ENSG00000197345	MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]
8659	214.1	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]
84134	215.1	ENSG00000158882	TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]
51103	216.1	ENSG00000137806	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]
4716	217.1	ENSG00000140990	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
36	218.1	ENSG00000196177	ACADSB	"acyl-CoA dehydrogenase, short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]"
64965	219.1	ENSG00000135972	MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]
56997	220.1	ENSG00000163050	COQ8A	coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]
37	221.1	ENSG00000072778	ACADVL	"acyl-CoA dehydrogenase, very long chain [Source:HGNC Symbol;Acc:HGNC:92]"
51117	222.1	ENSG00000167113	COQ4	coenzyme Q4 [Source:HGNC Symbol;Acc:HGNC:19693]
29088	223.1	ENSG00000137547	MRPL15	mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]
4695	224.1	ENSG00000131495	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]
79590	225.1	ENSG00000143314	MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]
3329	226.1	ENSG00000144381	HSPD1	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]
4725	227.1	ENSG00000168653	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]
50808	228.1	ENSG00000147853	AK3	adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]
54205	229.1	ENSG00000172115	CYCS	"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]"
4285	230.1	ENSG00000027001	MIPEP	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]
90624	231.1	ENSG00000186687	LYRM7	LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]
1384	232.1	ENSG00000095321	CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]
5096	233.1	ENSG00000114054	PCCB	propionyl-CoA carboxylase beta subunit [Source:HGNC Symbol;Acc:HGNC:8654]
51081	234.1	ENSG00000125445	MRPS7	mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]
11222	235.1	ENSG00000114686	MRPL3	mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]
5625	236.1	ENSG00000100033	PRODH	proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]
5095	237.1	ENSG00000175198	PCCA	propionyl-CoA carboxylase alpha subunit [Source:HGNC Symbol;Acc:HGNC:8653]
56922	238.1	ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
6183	239.1	ENSG00000128626	MRPS12	mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]
81570	240.1	ENSG00000162129	CLPB	"ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]"
5163	241.1	ENSG00000152256	PDK1	pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]
740	242.1	ENSG00000149792	MRPL49	mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]
1347	243.1	ENSG00000112695	COX7A2	cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]
84233	244.1	ENSG00000171202	TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]
55268	245.1	ENSG00000121310	ECHDC2	enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]
3052	246.1	ENSG00000004961	HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]
11112	247.1	ENSG00000106049	HIBADH	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]
9801	248.1	ENSG00000115364	MRPL19	mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]
64979	249.1	ENSG00000171421	MRPL36	mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]
253512	250.1	ENSG00000174032	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]
622	251.1	ENSG00000161267	BDH1	3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]
10667	252.1	ENSG00000145982	FARS2	"phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]"
22	253.1	ENSG00000131269	ABCB7	ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]
4580	254.1	ENSG00000173171	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]
4701	255.1	ENSG00000267855	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]
10440	256.1	ENSG00000134375	TIMM17A	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
223	257.1	ENSG00000143149	ALDH9A1	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
51023	258.1	ENSG00000163319	MRPS18C	mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
92935	259.1	ENSG00000247626	MARS2	"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]"
4329	260.1	ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]
2232	261.1	ENSG00000161513	FDXR	ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
283459	262.1	ENSG00000257218	GATC	glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]
10131	263.1	ENSG00000126602	TRAP1	TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
27034	264.1	ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]
217	265.1	ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:404]
10105	266.1	ENSG00000108179	PPIF	peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]
29928	267.1	ENSG00000177370	TIMM22	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]
3712	268.1	ENSG00000128928	IVD	isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]
79944	269.1	ENSG00000087299	L2HGDH	L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499]
23474	270.1	ENSG00000105755	ETHE1	"ETHE1, persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]"
55052	271.1	ENSG00000242485	MRPL20	mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
292	272.1	ENSG00000005022	SLC25A5	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]
8604	273.1	ENSG00000115840	SLC25A12	solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]
54460	274.1	ENSG00000266472	MRPS21	mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]
56993	275.1	ENSG00000100216	TOMM22	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]
10449	276.1	ENSG00000167315	ACAA2	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]
51263	277.1	ENSG00000185414	MRPL30	mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]
9093	278.1	ENSG00000103423	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]
4708	279.1	ENSG00000090266	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]
65993	280.1	ENSG00000074071	MRPS34	mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]
2109	281.1	ENSG00000105379	ETFB	electron transfer flavoprotein beta subunit [Source:HGNC Symbol;Acc:HGNC:3482]
246269	282.1	ENSG00000135537	AFG1L	AFG1 like ATPase [Source:HGNC Symbol;Acc:HGNC:16411]
93974	283.1	ENSG00000130770	ATPIF1	ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:871]
515	284.1	ENSG00000116459	ATP5F1	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1 [Source:HGNC Symbol;Acc:HGNC:840]"
1350	285.1	ENSG00000127184	COX7C	cytochrome c oxidase subunit 7C
54927	286.1	ENSG00000106554	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]
80219	287.1	ENSG00000115520	COQ10B	coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]
197322	288.1	ENSG00000176715	ACSF3	acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]
26073	289.1	ENSG00000004142	POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]
1468	290.1	ENSG00000183048	SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
10165	291.1	ENSG00000004864	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
5165	292.1	ENSG00000067992	PDK3	pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]
10873	293.1	ENSG00000151376	ME3	malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]
29093	294.1	ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]
3418	295.1	ENSG00000182054	IDH2	"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:5383]"
2639	296.1	ENSG00000105607	GCDH	glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]
57129	297.1	ENSG00000136522	MRPL47	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]
27068	298.1	ENSG00000138777	PPA2	pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]
65005	299.1	ENSG00000143436	MRPL9	mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]
400916	300.1	ENSG00000250479	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]
10352	301.1	ENSG00000116874	WARS2	"tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]"
60386	302.1	ENSG00000125454	SLC25A19	solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409]
84869	303.1	ENSG00000145439	CBR4	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
91689	304.1	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]
3029	305.1	ENSG00000063854	HAGH	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]
1346	306.1	ENSG00000161281	COX7A1	cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]
92170	307.1	ENSG00000148824	MTG1	mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]
84987	308.1	ENSG00000178449	COX14	"COX14, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:28216]"
55967	309.1	ENSG00000184752	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
51021	310.1	ENSG00000182180	MRPS16	mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]
80298	311.1	ENSG00000120832	MTERF2	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]
144363	312.1	ENSG00000205707	ETFRF1	electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]
2820	313.1	ENSG00000115159	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
4705	314.1	ENSG00000130414	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]
4718	315.1	ENSG00000151366	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
81892	316.1	ENSG00000119705	SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]
4508	317.1	ENSG00000198899	MT-ATP6	mitochondrially encoded ATP synthase 6 [Source:HGNC Symbol;Acc:HGNC:7414]
4513	318.1	ENSG00000198712	MT-CO2	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]
29090	319.1	ENSG00000075336	TIMM21	translocase of inner mitochondrial membrane 21 [Source:HGNC Symbol;Acc:HGNC:25010]
4702	320.1	ENSG00000119421	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]
2744	321.1	ENSG00000115419	GLS	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]
54539	322.1	ENSG00000147123	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]
55526	323.1	ENSG00000181192	DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]
51011	324.1	ENSG00000115042	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]
7923	325.1	ENSG00000204228	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]
84681	326.1	ENSG00000137133	HINT2	histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]
64969	327.1	ENSG00000144029	MRPS5	mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]
221545	328.1	ENSG00000204564	C6ORF136	chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]
283377	329.1	ENSG00000176422	SPRYD4	SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468]
387787	330.1	ENSG00000175536	LIPT2	lipoyl(octanoyl) transferase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:37216]
1666	331.1	ENSG00000104325	DECR1	"2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]"
64949	332.1	ENSG00000125901	MRPS26	mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]
10166	333.1	ENSG00000102743	SLC25A15	solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985]
4731	334.1	ENSG00000160194	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
670	335.1	ENSG00000137274	BPHL	biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]
30968	336.1	ENSG00000165283	STOML2	stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]
22921	337.1	ENSG00000148450	MSRB2	methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]
114294	338.1	ENSG00000103642	LACTB	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]
10452	339.1	ENSG00000130204	TOMM40	translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]
114789	340.1	ENSG00000148339	SLC25A25	solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663]
203054	341.1	ENSG00000173137	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]
80724	342.1	ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597]
23078	343.1	ENSG00000102763	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
60492	344.1	ENSG00000137500	CCDC90B	coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]
55735	345.1	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]
84266	346.1	ENSG00000125652	ALKBH7	alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306]
2731	347.1	ENSG00000178445	GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]
347411	348.1	ENSG00000238205	MPC1L	mitochondrial pyruvate carrier 1 like [Source:HGNC Symbol;Acc:HGNC:44205]
117145	349.1	ENSG00000159445	THEM4	thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947]
6742	350.1	ENSG00000106028	SSBP1	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]
51264	351.1	ENSG00000108826	MRPL27	mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]
150274	352.1	ENSG00000100209	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913]
55173	353.1	ENSG00000048544	MRPS10	mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]
205	354.1	ENSG00000162433	AK4	adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]
55210	355.1	ENSG00000197785	ATAD3A	"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
51253	356.1	ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]
80142	357.1	ENSG00000148334	PTGES2	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]
10587	358.1	ENSG00000184470	TXNRD2	thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155]
54988	359.1	ENSG00000183549	ACSM5	acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]
55847	360.1	ENSG00000122873	CISD1	CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]
64975	361.1	ENSG00000182154	MRPL41	mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]
54996	362.1	ENSG00000117791	MTARC2	mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]
64968	363.1	ENSG00000243927	MRPS6	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
6150	364.1	ENSG00000214026	MRPL23	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]
58472	365.1	ENSG00000137767	SQOR	sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]
6341	366.1	ENSG00000133028	SCO1	"SCO1, cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:HGNC:10603]"
23464	367.1	ENSG00000100116	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]
25902	368.1	ENSG00000120254	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]
10455	369.1	ENSG00000198721	ECI2	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]
7381	370.1	ENSG00000156467	UQCRB	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]
10476	371.1	ENSG00000167863	ATP5H	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D [Source:HGNC Symbol;Acc:HGNC:845]"
10632	372.1	ENSG00000167283	ATP5L	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G [Source:HGNC Symbol;Acc:HGNC:14247]"
131076	373.1	ENSG00000160124	CCDC58	coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:HGNC:31136]
64087	374.1	ENSG00000131844	MCCC2	methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]
84693	375.1	ENSG00000124370	MCEE	methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]
4337	376.1	ENSG00000124615	MOCS1	molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190]
4594	377.1	ENSG00000146085	MUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]
92014	378.1	ENSG00000122696	SLC25A51	solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]
6687	379.1	ENSG00000197912	SPG7	"SPG7, paraplegin matrix AAA peptidase subunit [Source:HGNC Symbol;Acc:HGNC:11237]"
518	380.1	ENSG00000154518	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:HGNC:843]"
84896	381.1	ENSG00000138138	ATAD1	"ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]"
92106	382.1	ENSG00000154814	OXNAD1	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]
26164	383.1	ENSG00000101181	MTG2	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]
55157	384.1	ENSG00000117593	DARS2	"aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]"
51258	385.1	ENSG00000111639	MRPL51	mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]
5091	386.1	ENSG00000173599	PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]
171425	387.1	ENSG00000125246	CLYBL	citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355]
50640	388.1	ENSG00000135241	PNPLA8	patatin like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28900]
23417	389.1	ENSG00000103150	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]
100996939	390.1	ENSG00000145337	PYURF	PIGY upstream reading frame [Source:HGNC Symbol;Acc:HGNC:44317]
10245	391.1	ENSG00000126768	TIMM17B	translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]
64983	392.1	ENSG00000106591	MRPL32	mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]
115286	393.1	ENSG00000144741	SLC25A26	solute carrier family 25 member 26 [Source:HGNC Symbol;Acc:HGNC:20661]
58510	394.1	ENSG00000250799	PRODH2	proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325]
56954	395.1	ENSG00000114021	NIT2	nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]
112812	396.1	ENSG00000267673	FDX2	ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]
4200	397.1	ENSG00000082212	ME2	malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
7284	398.1	ENSG00000178952	TUFM	"Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]"
1339	399.1	ENSG00000156885	COX6A2	cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]
10463	400.1	ENSG00000014824	SLC30A9	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]
132001	401.1	ENSG00000144559	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog [Source:HGNC Symbol;Acc:HGNC:25187]
100287932	402.1	ENSG00000265354	TIMM23	translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]
55005	403.1	ENSG00000155906	RMND1	required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176]
9927	404.1	ENSG00000116688	MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]
728489	405.1	ENSG00000213221	DNLZ	DNL-type zinc finger [Source:HGNC Symbol;Acc:HGNC:33879]
131474	406.1	ENSG00000163528	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]
4706	407.1	ENSG00000004779	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]
116285	408.1	ENSG00000166743	ACSM1	acyl-CoA synthetase medium chain family member 1 [Source:HGNC Symbol;Acc:HGNC:18049]
493753	409.1	ENSG00000183513	COA5	cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]
27235	410.1	ENSG00000173085	COQ2	"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]"
57107	411.1	ENSG00000164494	PDSS2	decaprenyl diphosphate synthase subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
1962	412.1	ENSG00000113790	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]
4722	413.1	ENSG00000213619	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]
23456	414.1	ENSG00000135776	ABCB10	ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]
1160	415.1	ENSG00000131730	CKMT2	"creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]"
64432	416.1	ENSG00000131368	MRPS25	mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]
28976	417.1	ENSG00000177646	ACAD9	acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
51241	418.1	ENSG00000133983	COX16	"COX16, cytochrome c oxidase assembly homolog [Source:HGNC Symbol;Acc:HGNC:20213]"
125228	419.1	ENSG00000177150	FAM210A	family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346]
55856	420.1	ENSG00000112304	ACOT13	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]
1374	421.1	ENSG00000110090	CPT1A	carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]
2710	422.1	ENSG00000198814	GK	glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]
10901	423.1	ENSG00000157326	DHRS4	dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]
153768	424.1	ENSG00000186314	PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]
